alg,timestamp,last_round,node_id,last_received_message
sync,2016-12-04_12:59:49.083856,3,135,Mens et manus.
sync,2016-12-04_13:03:24.865567,4,1,Mens et manus.
sync,2016-12-04_13:06:02.942359,4,94,I_AM_THE_LEADER
sync,2016-12-04_13:08:15.890002,2,10,Mens et manus.
