num_nodes,start_time,last_round,last_received_message
6,15:31:14,3,Mens et manus.
6,15:41:40,10,I_AM_THE_LEADER
6,15:45:22,10,I_AM_THE_LEADER
6,15:58:36,10,I_AM_THE_LEADER
6,16:03:56,10,I_AM_THE_LEADER
6,16:10:54,10,I_AM_THE_LEADER
6,16:19:34,4,I_AM_THE_LEADER
6,16:21:12,3,Mens et manus.
6,16:24:35,2,Mens et manus.
6,16:29:40,5,I_AM_THE_LEADER
6,16:34:00,2,Mens et manus.
6,16:38:17,3,Mens et manus.
