num_nodes,start_time,last_round,last_received_message
2,10:56:17,8,I_AM_THE_LEADER
2,10:59:02,8,I_AM_THE_LEADER
2,11:01:28,8,I_AM_THE_LEADER
2,11:04:00,8,I_AM_THE_LEADER
2,11:06:53,8,I_AM_THE_LEADER
2,11:09:03,8,I_AM_THE_LEADER
