num_nodes,start_time,last_round,last_received_message
5,15:31:13,4,Mens et manus.
5,15:41:38,10,I_AM_THE_LEADER
5,15:45:21,7,Mens et manus.
HHHHJ5,15:58:35,10,I_AM_THE_LEADER
5,16:03:55,10,I_AM_THE_LEADER
5,16:07:32,2,Mens et manus.
5,16:10:53,1,Mens et manus.
5,16:14:50,10,I_AM_THE_LEADER
5,16:19:32,4,I_AM_THE_LEADER
5,16:21:12,1,Mens et manus.
5,16:24:35,1,Mens et manus.
5,16:29:39,5,I_AM_THE_LEADER
5,16:34:00,3,Mens et manus.
5,16:38:17,3,Mens et manus.
